Lema;Frases;Categoria Gramatical;Categoria Gramatical Simple;Numero de silabas;Grupo tematico;Frecuencia Absoluta;Frecuencia Normalizada;Tipo de signo;Iconicidad;Planos Inicial;Planos Final;Localizacion facial/corporal Inicial;Localizacion facial/corporal Final;Puntos de contacto;PC Meñique;PC Anular;PC Corazon;PC Indice;PC Pulgar;PC Mano;Mano activa inicial;Mano activa inicial orientacion;Mano pasiva inicial;Mano pasiva inicial orientacion;Mano activa intermedio;Mano activa intermedio orientacion;Mano pasiva intermedio;Mano pasiva intermedio orientacion;Mano activa final;Mano activa final orientacion;Mano pasiva final;Mano pasiva final orientacion;Articulador;Articulador Codo;Articulador Dedos;Articulador Hombro;Articulador Muñeca;Movimiento de trayectoria;Cambio de configuracion;N_Cambio de configuracion;Cambio de orientacion;N_Cambio de orientacion;Desde;Hasta;Velocidad;Contacto;Momento de contacto;Repeticion;Producciones del movimiento;Ojos;Mejillas;Cejas;Boca;Cabeza;Hombros;N_Videos;Imagen Mano Activa Inicial;Imagen Mano Activa Inicial Orientacion;Imagen Mano Pasiva Inicial;Imagen Mano Pasiva Inicial Orientacion;Imagen Mano Activa Intermedio;Imagen Mano Activa Intermedio Orientacion;Imagen Mano Pasiva Intermedio;Imagen Mano Pasiva Intermedio Orientacion;Imagen Mano Activa Final;Imagen Mano Activa Final Orientacion;Imagen Mano Pasiva Final;Imagen Mano Pasiva Final Orientacion;Imagen Ojos;Imagen Mejillas;Imagen Cejas;Imagen Boca;Imagen Cabeza;Imagen Hombros;video;numero
comadreja;false;Nombre comun (singular);Sustantivo;1;miscelanea;65;0,42;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18513.mp4;18513
come;false;Verbo (principal, subjuntivo, presente);Verbo;1;acciones;2161;14,16;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/15218.mp4;15218
comedor;false;Nombre comun (singular);Sustantivo;1;miscelanea;3076;20,16;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/18500.mp4;18500
comenzar;false;Verbo (principal, infinitivo);Verbo;1;acciones;5242;34,36;bimanual sucesivas;Metafora;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;8.0;0.0;0.0;Muñeca y Codo;1;0;0;1;Arco ;No;1;Si;2;def;def;Normal;No tiene;No tiene;desconocido;1;Normales;Normales;Normales;abrir y cerrar;Bajada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/8.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-07-Bajarse-la-cabeza.jpg;desconocido;desconocido;0
comer;false;Verbo (principal, infinitivo);Verbo;1;acciones;10716;70,24;monomanual;Accion;2;1;Cara inferior;Tronco;2 Dedos;0;0;0;1;1;0;56.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;13.0;0.0;0.0;Muñeca, Codo y Hombro;1;0;1;1;Arco ;No;1;Si;2;def;def;Normal;Fijo;final;desconocido;1;Normales;Normales;Normales;abrierta;Normales;Normales;1;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/56.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/41.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/56.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/13.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/boca-11-muy-abierta.jpg;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/13094.mp4;13094
comer2;false;Verbo (principal, infinitivo);Verbo;1;acciones;10716;70,24;monomanual;Metafora;1;2;Cara inferior;Espacio neutro;2 Dedos;0;0;1;0;1;0;45.0;2.0;0.0;0.0;46.0;41.0;0.0;0.0;42.0;19.0;0.0;0.0;Dedos, Codo y Hombro;1;1;1;0;Recto;Si;2;Si;2;def;def;Normal;Toque;inicial;desconocido;1;Normales;Normales;Normales;soplar;Girada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/45.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/2.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/46.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/41.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/42.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/19.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-08-Giro-cabeza-hacia-iqda-diferente.jpg;desconocido;desconocido;0
comer3;false;Verbo (principal, infinitivo);Verbo;1;acciones;10716;70,24;bimanual sucesivas;Metafora;1;1;Tronco;Espacio neutro;5 dedos;1;1;1;1;1;0;59.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;1.0;0.0;0.0;Muñeca, Codo y Hombro;1;0;1;1;Arco ;No;1;Si;2;def;def;Normal;Roce;mov;desconocido;1;Muy abiertos;Normales;Normales;abrir y cerrar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/20.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/1.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-04-Ojos-muy-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
comercio;false;Nombre comun (singular);Sustantivo;1;lugares;15637;102,49;bimanual sucesivas;Metafora;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;22.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;26.0;0.0;0.0;Muñeca y Codo;1;0;0;1;Arco ;No;1;Si;2;def;def;Normal;No tiene;No tiene;contenida;1;Normales;Normales;Normales;vocalizar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/22.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/9.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/22.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/26.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
cometa;false;Nombre comun (singular);Sustantivo;1;miscelanea;946;6,2;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/12619.mp4;12619
comida;false;Nombre comun (singular);Sustantivo;1;miscelanea;9977;65,39;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/15572.mp4;15572
comida de gato;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19165.mp4;19165
comida de pajaro;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19313.mp4;19313
comida de perro;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19198.mp4;19198
comida para bebe;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19662.mp4;19662
comida para pez;true;Frase;Frase;1;miscelanea;3392;22,23;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/19303.mp4;19303
comillas;false;Nombre comun (plural);Sustantivo;1;miscelanea;373;2,44;desconocido;desconocido;4;4;Espacio neutro;Espacio neutro;Desconocido;2;2;2;2;2;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;def;def;Normal;Desconocido;Desconocido;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;1;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://old.arasaac.org/repositorio/LSE_acepciones_mp4/17727.mp4;17727
comision;false;Nombre comun (singular);Sustantivo;1;miscelanea;3035;198,94;monomanual;No iconico;1;1;Tronco;Tronco;1 Dedo;0;0;0;1;0;0;7.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0;0.0;Codo y Hombro;1;0;1;0;Circular ;No;1;No;1;def;def;Normal;Friccion;entero;contenida;1;Normales;Normales;Normales;vocalizar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/7.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/2.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/7.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/2.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
comision2;false;Nombre comun (singular);Sustantivo;1;dinero;3035;198,94;monomanual;Metafora;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;72.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;72.0;4.0;0.0;0.0;Codo y Hombro;1;0;1;0;Arco ;No;1;No;1;def;def;Normal;No tiene;No tiene;desconocido;1;Normales;Normales;Normales;vocalizar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/72.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/72.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
como;false;Pronombre relativo;Pronombre;1;caracteristicas;773465;5069,96;monomanual;No iconico;1;1;Cara inferior;Cara inferior;1 Dedo;0;0;0;1;0;0;8.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;0.0;0.0;Muñeca y Codo;1;0;0;1;Recto;No;1;No;1;def;def;Normal;Golpe;mov;contenida;1;Algo cerrados;Normales;Inclinadas;vocalizar;No;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/8.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/8.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/4.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-01-Entornarse-los-parpados.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-05-Alzarse-las-cejas-duda.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-01-No.jpg;desconocido;desconocido;0
como2;false;Pronombre relativo;Pronombre;1;caracteristicas;773465;5069,96;bimanual simultaneas;No iconico;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;59.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;1.0;0.0;0.0;Codo;1;0;0;0;Recto;No;1;No;1;def;def;Normal;No tiene;No tiene;contenida;1;Muy abiertos;Normales;Levantadas;vocalizar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/1.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/59.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/1.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-04-Ojos-muy-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-02-Alzarse-las-cejas.jpg;desconocido;desconocido;desconocido;desconocido;0
comodo;false;Adjetivo (descriptivo);Adjetivo;1;caracteristicas;1899;12,44;monomanual;Metafora;1;1;Tronco;Tronco;Mano;0;0;0;0;0;1;50.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;9.0;0.0;0.0;Codo y Hombro;1;0;1;0;Circular ;No;1;No;1;def;def;Normal;Friccion;entero;contenida;1;Algo cerrados;Normales;Inclinadas;vocalizar;Inclinada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/50.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/9.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/50.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/9.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-01-Entornarse-los-parpados.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-05-Alzarse-las-cejas-duda.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-05-Inclinarse-la-cabeza-hacia-la-derecha.jpg;desconocido;desconocido;0
comodo2;false;Adjetivo (descriptivo);Adjetivo;2;caracteristicas;1899;12,44;bimanual simultaneas;No iconico;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;56.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;19.0;0.0;0.0;Codo;1;0;0;0;Recto;No;1;No;1;def;def;Normal;No tiene;No tiene;rep. unica;2;Algo cerrados;Normales;Inclinadas;vocalizar;Inclinada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/56.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/19.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/56.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/19.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-01-Entornarse-los-parpados.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-05-Alzarse-las-cejas-duda.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-05-Inclinarse-la-cabeza-hacia-la-derecha.jpg;desconocido;desconocido;0
comparar;false;Verbo (principal, infinitivo);Verbo;2;acciones;1686;11,05;bimanual sucesivas;Metafora;2;2;Espacio neutro;Espacio neutro;No tiene;0;0;0;0;0;0;50.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;19.0;0.0;0.0;Codo y Hombro;1;0;1;0;Recto;No;1;No;1;indef;indef;Normal;No tiene;No tiene;rep. unica;2;Normales;Normales;Normales;vocalizar;Inclinada;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/50.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/19.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/50.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/19.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cabeza-05-Inclinarse-la-cabeza-hacia-la-derecha.jpg;desconocido;desconocido;0
compartir;false;Verbo (principal, infinitivo);Verbo;2;acciones;3626;23,76;bimanual (activa + pasiva misma config.);Metafora;2;2;Espacio neutro;Dedos;1 Dedo;0;0;0;1;0;0;6.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;9.0;0.0;0.0;Codo;1;0;0;0;Recto;No;1;No;1;def;indef;Normal;Fijo;entero;rep. unica;2;Normales;Normales;Normales;vocalizar;Normales;Normales;0;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/6.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/9.jpg;desconocido;desconocido;desconocido;desconocido;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/6.jpg;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/configuracion/9.jpg;desconocido;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/ojos-03-Ojos-abiertos.jpg;desconocido;http://lse-sign.bcbl.eu/web-busqueda/wp-content/themes/twentyeleven/img_bcbl/elementosnomanuales/cejas-01-Cejas-sin-movimiento.jpg;desconocido;desconocido;desconocido;desconocido;0
